Cod_setor,Populacao
351880010000526,767
351880010000527,1208
351880010000528,818
351880010000529,538
351880010000530,939
351880010000531,349
351880010000532,520
351880010000533,778
351880010000534,570
351880010000535,476
351880010000536,471
351880010000537,380
351880010000541,546
351880010000542,609
351880010000543,889
351880010000544,405
351880010000545,823
351880010000546,873
351880010000547,862
351880010000548,361
351880010000549,454
351880010000550,636
351880010000551,561
351880010000552,522
351880010000553,555
351880010000554,605
351880010000555,350
351880010000556,359
351880010000557,820
351880010000558,537
351880010000559,477
351880010000560,444
351880010000561,526
351880010000562,327
351880010000563,547
351880010000564,221
351880010000565,721
351880010000566,295
351880010000567,761
351880010000568,582
351880010000569,313
351880010000570,879
351880010000571,495
351880010000572,46
351880010000573,195
351880010000574,835
351880010000575,707
351880010000576,735
351880010000577,409
351880010000578,649
351880010000579,713
351880010000580,700
351880010000581,865
351880010000582,620
351880010000583,447
351880010000584,658
351880010000585,210
351880010000586,489
351880010000587,97
351880010000589,148
351880010000590,664
351880010000591,352
351880010000592,454
351880010000593,476
351880010000594,55
351880010000595,148
351880010000597,259
351880010000598,463
351880010000599,44
351880010000600,233
351880010000601,100
351880010000603,244
351880010000604,117
351880010000605,98
351880010000606,235
351880010000607,4
351880010000608,520
351880010000610,192
351880010000611,203
351880010000613,115
351880010000616,237
351880010000617,26
351880010000618,78
351885905000001,1517
351885905000002,835
351885905000003,797
351885905000004,496
351885905000005,589
351885905000006,580
351885905000007,290
351885905000008,12
351885905000009,47
351885905000010,79
351885905000011,365
351885905000012,149
351885905000013,707
351885905000014,440
351885905000015,63
351890905000001,1233
351890905000002,860
351890905000003,1008
351890905000004,699
351890905000005,196
351890905000006,114
351890905000007,178
351890905000008,154
351890905000009,91
351890905000010,221
351900605000001,480
351900605000002,838
351900605000003,578
351900605000004,690
351900605000005,901
351900605000006,968
351900605000007,622
351900605000008,794
351900605000009,648
351900605000010,119
351900605000011,957
351900605000012,10
351900605000013,6
351900605000014,24
351900605000015,63
351900605000016,67
351900605000017,59
351900605000018,119
351900605000019,59
351900605000020,80
351900610000001,286
351900610000002,129
351900610000003,69
351900610000004,17
351900610000005,113
351905505000001,661
351905505000002,984
351905505000003,751
351905505000004,836
351905505000005,856
351905505000007,208
351905505000008,116
351905505000009,119
351905505000010,51
351905505000011,1148
351905505000012,612
351905505000013,650
351905505000014,656
351905505000015,199
351905505000016,810
351905505000017,782
351905505000018,648
351905505000019,667
351905505000020,213
351905505000021,22
351905505000022,34
351905505000023,39
351905505000024,27
351905505000025,22
351905505000026,188
351907105000001,1033
351907105000002,751
351907105000003,489
351907105000004,635
351907105000005,627
351907105000006,733
351907105000007,771
351907105000008,874
351907105000009,1232
351907105000010,910
351907105000011,662
351907105000012,943
351907105000013,1011
351907105000014,642
351907105000015,839
351907105000016,742
351907105000017,688
351907105000018,743
351907105000019,629
351907105000020,1010
351907105000021,1220
351907105000022,1293
351907105000023,1165
351907105000024,994
351907105000025,954
351907105000026,679
351907105000027,804
351907105000028,781
351907105000029,1009
351907105000030,940
351907105000031,676
351907105000032,1089
351907105000033,938
351907105000034,1279
351907105000035,782
351907105000036,937
351907105000038,1158
351907105000039,528
351907105000040,919
351907105000041,714
351907105000042,1070
351907105000043,624
351907105000044,893
351907105000045,891
351907105000046,807
351907105000047,751
351907105000048,632
351907105000049,612
351907105000050,776
351907105000051,810
351907105000052,1505
351907105000053,885
351907105000054,970
351907105000055,1705
351907105000056,738
351907105000057,744
351907105000058,991
351907105000059,1319
351907105000060,1267
351907105000061,744
351907105000062,910
351907105000063,941
351907105000064,765
351907105000065,903
351907105000066,837
351907105000067,1475
351907105000068,1481
351907105000069,1416
351907105000070,836
351907105000071,955
351907105000072,904
351907105000073,883
351907105000074,896
351907105000075,790
351907105000076,1063
351907105000077,635
351907105000078,1059
351907105000079,758
351907105000080,979
351907105000081,748
351907105000082,998
351907105000083,931
351907105000084,289
351907105000085,320
351907105000086,563
351907105000087,1282
351907105000088,1116
351907105000089,1255
351907105000090,1177
351907105000091,1344
351907105000092,1137
351907105000093,921
351907105000094,924
351907105000095,393
351907105000096,750
351907105000097,779
351907105000098,654
351907105000099,671
351907105000100,760
351907105000101,643
351907105000102,704
351907105000103,563
351907105000104,861
351907105000105,674
351907105000106,723
351907105000107,862
351907105000108,1019
351907105000109,1078
351907105000110,1035
351907105000111,1304
351907105000112,775
351907105000113,764
351907105000114,669
351907105000115,826
351907105000116,1145
351907105000117,1226
351907105000118,980
351907105000119,1378
351907105000120,1206
351907105000121,147
351907105000122,741
351907105000123,575
351907105000124,797
351907105000125,874
351907105000126,1186
351907105000127,964
351907105000128,719
351907105000129,936
351907105000130,874
351907105000131,870
351907105000132,893
351907105000133,809
351907105000134,953
351907105000135,1122
351907105000136,1246
351907105000137,735
351907105000138,521
351907105000139,825
351907105000140,552
351907105000141,260
351907105000142,680
351907105000143,864
351907105000144,506
351907105000145,1089
351907105000146,1096
351907105000147,856
351907105000148,670
351907105000149,768
351907105000150,806
351907105000151,887
351907105000152,275
351907105000153,734
351907105000154,833
351907105000155,689
351907105000156,766
351907105000157,777
351907105000158,1131
351907105000159,974
351907105000160,733
351907105000161,1019
351907105000162,940
351907105000163,1003
351907105000164,704
351907105000165,832
351907105000166,814
351907105000167,698
351907105000168,1372
351907105000169,1635
351907105000170,1096
351907105000171,875
351907105000172,728
351907105000173,679
351907105000174,689
351907105000175,767
351907105000176,828
351907105000177,1010
351907105000178,970
351907105000179,912
351907105000180,1005
351907105000181,817
351907105000182,764
351907105000183,650
351907105000184,1007
351907105000185,909
351907105000186,957
351907105000187,1172
351907105000188,905
351907105000189,1166
351907105000190,957
351907105000191,914
351907105000192,1020
351907105000193,3
351907105000195,1986
351907105000196,359
351907105000197,7
351907105000198,881
351907105000199,950
351907105000200,822
351907105000201,268
351907105000202,739
351907105000203,640
351907105000204,870
351907105000205,916
351907105000208,121
351907105000209,205
351907105000210,81
351907105000211,156
351907105000212,226
351907105000213,13
351907105000214,97
351907105000215,338
351907105000217,62
351907105000218,87
351907105000220,136
351907105000221,223
351907105000223,897
351907105000225,284
351907105000227,4
351907105000228,987
351907105000230,33
351907105000231,205
351907105000232,123
351907105000233,224
351907105000234,67
351907105000235,8
351907105000237,65
351907105000238,406
351907105000239,106
351907105000240,1069
351907105000241,1072
351907105000245,138
351907105000246,92
351907105000247,4074
351907105000248,1
351907105000250,822
351907105000251,1650
351907105000253,36
351907105000254,746
351907105000258,360
351910505000001,716
351910505000002,980
351910505000003,755
351910505000004,454
351910505000005,848
351910505000006,676
351910505000007,807
351910505000008,762
351910505000009,1255
351910505000010,267
351910505000012,133
351910505000013,169
351910505000014,42
351910505000015,428
351910505000016,417
351910505000017,248
351910505000018,862
351910505000021,194
351920405000001,848
351920405000002,1146
351920405000003,778
351920405000004,725
351920405000005,996
